coord_key,SDSS,SDR5ID,ra_deg,dec_deg,ra_deg_r,dec_deg_r,sep_arcsec,z,z_r,iMag,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,mu,npts,D(g-i),order,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf
40.259_0.843,024102.27+005033.7,6179.0,40.259485,0.842697,40.259483,0.842697,0.0068727452774991205,1.0852,1.0852,-23.76,-23.76,0.0,1.28407,2.69118,-0.723819,20.2651,118.0,0.278,5803,2.56081,4.37436,-0.838545,-0.676365,0.0,249.833,167.743,248.856
40.264_0.458,024103.25+002727.3,6180.0,40.263557,0.457596,40.263557,0.457596,0.0,1.4569,1.4569,-26.109,-26.109,9.051,0.95821,3.28867,-1.1069,18.5602,72.0,0.405,6136,3.00295,4.60813,-1.20553,-1.0508,0.0,227.929,150.711,227.809
40.268_0.139,024104.28+000821.2,6181.0,40.267868,0.139249,40.267868,0.139249,0.0,1.0575,1.0575,-24.402,-24.402,8.533,0.936602,3.24117,-1.04155,19.433,72.0,0.03,5799,3.07281,4.60446,-1.14345,-0.981044,0.0,208.18,125.393,207.922
40.271_-0.859,024105.05-005132.6,6182.0,40.271074,-0.859077,40.271072,-0.859077,0.0068727452774991205,1.7871,1.7871,-25.557,-25.557,0.0,1.28106,3.17567,-0.746546,19.9496,64.0,-0.046,6051,3.00546,4.59105,-0.84297,-0.688515,0.0,141.804,68.6776,141.549
40.273_1.104,024105.41+010614.8,6183.0,40.272575,1.104123,40.272575,1.104123,0.0,1.5573,1.5573,-25.529,-25.529,9.141,0.983655,5.0,-1.075,18.9244,68.0,0.408,5771,3.48556,4.72358,-1.13926,-0.988782,1.0,203.836,86.7056,203.841
40.279_0.174,024106.85+001026.7,6186.0,40.278578,0.174104,40.27858,0.174104,0.006147170253011476,1.4374,1.4374,-24.951,-24.951,8.728,1.19058,1.4727,-0.490709,19.7159,71.0,-0.026,5701,1.23522,1.81044,-0.664647,-0.420898,0.0,166.386,148.6,159.335
40.292_0.384,024110.02+002301.4,6187.0,40.291782,0.383727,40.291782,0.383727,0.0,0.79,0.79,-22.668,-22.668,8.624,1.01529,3.54214,-0.65426,20.5311,64.0,-0.213,6109,3.12205,4.64402,-0.750917,-0.583918,0.0,123.682,53.6548,123.645
40.326_0.491,024118.35+002929.0,6188.0,40.326467,0.491398,40.326466,0.491398,0.003073585126505738,1.0934,1.0934,-24.044,-24.044,0.0,1.14072,2.86531,-0.905183,19.9429,73.0,0.139,6056,2.64882,4.52381,-1.07109,-0.820779,0.0,168.905,147.29,168.614
40.343_-0.002,024122.43-000007.3,6190.0,40.343477,-0.002032,40.343475,-0.002032,0.008131941878121182,1.0694,1.0694,-24.117,-24.117,0.0,1.72263,3.02254,-0.931005,19.975,126.0,0.098,5779,2.6475,4.54065,-1.05622,-0.833175,0.0,292.997,271.89,292.86
40.348_0.372,024123.50+002218.4,6191.0,40.347931,0.371793,40.347931,0.371793,0.0,3.1369,3.1369,-25.982,-25.982,8.333,1.16689,5.0,-1.0,20.467,68.0,-0.075,5812,3.21609,4.68168,-1.07554,-0.882143,1.0,149.98,97.9021,149.988
40.361_-0.757,024126.71-004526.2,6193.0,40.361311,-0.757293,40.361313,-0.757293,0.005323605600495953,0.7254,0.7254,-25.0,-25.0,8.531,1.16688,2.61092,-0.918299,18.231,72.0,0.105,5998,2.47613,4.31389,-1.03559,-0.875857,0.0,217.34,164.119,216.205
40.384_-0.139,024132.08-000820.2,6195.0,40.383703,-0.138965,40.383701,-0.138965,0.008131941878121182,1.106,1.106,-24.193,-24.193,8.195,1.03299,2.77039,-0.631189,19.9553,66.0,0.052,5784,2.65067,4.42897,-0.730999,-0.592222,0.0,156.045,78.8405,155.231
40.397_1.140,024135.24+010825.1,6197.0,40.396864,1.140314,40.396866,1.140314,0.0,1.5712,1.5712,-25.865,-25.865,10.023,1.24664,2.25524,-0.503428,19.1453,69.0,0.345,5765,2.0597,3.70274,-0.651534,-0.465836,0.0,158.857,115.41,156.576
40.399_-0.150,024135.69-000858.6,6198.0,40.398728,-0.149615,40.398727,-0.149615,0.00434670577101264,0.8216,0.8216,-23.96,-23.96,8.404,1.39646,2.75227,-0.77772,19.2805,68.0,-0.047,5731,2.63921,4.44663,-0.928851,-0.719196,0.0,174.162,108.745,173.415
40.409_0.939,024138.12+005620.0,6199.0,40.40886,0.938899,40.408859,0.938899,0.0,0.8937,0.8937,-23.817,-23.817,8.278,1.16419,3.2399,-1.02219,19.7298,71.0,0.007,5964,2.95507,4.61867,-1.20293,-0.929784,0.0,179.44,164.266,179.359
40.423_0.071,024141.52+000416.6,6201.0,40.42303,0.071281,40.423031,0.071281,0.005323605600495953,0.6485,0.6485,-24.006,-24.006,8.153,1.37955,1.90184,-0.429385,18.6176,71.0,-0.055,5813,1.70689,2.37078,-0.563364,-0.39284,0.0,164.622,99.3208,160.303
40.428_0.653,024142.62+003910.1,6202.0,40.427612,0.652831,40.427612,0.652831,0.0,1.6852,1.6852,-25.134,-25.134,9.113,1.04814,5.0,-1.075,19.9402,68.0,0.121,5868,3.41789,4.72139,-1.16858,-0.958526,1.0,171.054,109.65,171.055
40.431_0.976,024143.54+005832.1,6203.0,40.431436,0.975596,40.431435,0.975596,0.0,1.8834,1.8834,-25.347,-25.347,0.0,1.19607,3.33406,-0.911901,20.0891,71.0,-0.077,6227,2.98677,4.60845,-1.03069,-0.824862,0.0,160.787,130.664,160.679
40.435_1.159,024144.47+010933.0,6204.0,40.435326,1.159185,40.435326,1.159185,0.0,0.8261,0.8261,-23.297,-23.297,8.459,1.18105,2.5205,-0.66098,19.9208,69.0,0.014,6019,2.36094,4.34515,-0.812773,-0.613243,0.0,151.759,128.147,150.842
40.438_0.508,024145.19+003028.4,6205.0,40.438328,0.50789,40.438328,0.50789,0.0,1.0508,1.0508,-24.107,-24.107,9.037,0.979449,5.0,-0.825,19.8565,71.0,0.156,5950,3.17367,4.66929,-0.895012,-0.740018,1.0,176.797,125.036,176.801
40.458_-0.076,024149.98-000433.8,6207.0,40.458275,-0.076076,40.458275,-0.076076,0.0,1.2595,1.2595,-23.807,-23.807,0.0,1.26031,3.52074,-0.89025,20.3071,66.0,0.037,5778,3.07554,4.62943,-0.993471,-0.800882,0.0,137.732,73.4899,137.656
40.466_-0.332,024151.76-001953.7,6208.0,40.465671,-0.331585,40.465672,-0.331585,0.003073585126505738,1.2921,1.2921,-24.849,-24.849,8.08,0.961178,3.31417,-1.04597,19.6095,72.0,0.266,5875,3.04472,4.61508,-1.14927,-0.980213,0.0,203.37,141.443,203.226
40.477_-0.799,024154.42-004757.6,6209.0,40.47678,-0.799349,40.47678,-0.799349,0.0,2.3844,2.3844,-26.872,-26.872,9.705,1.33299,5.0,-1.4,18.975,70.0,0.202,6159,3.34494,4.70656,-1.49434,-1.27118,1.0,214.899,189.975,214.899
40.484_0.578,024156.15+003441.7,6210.0,40.483971,0.578277,40.483971,0.578277,0.0,1.0508,1.0508,-25.171,-25.171,8.86,1.08633,2.91401,-0.985133,18.7532,67.0,-0.096,6047,2.78383,4.51395,-1.08598,-0.939736,0.0,198.614,126.385,198.117
40.485_0.731,024156.37+004351.6,6211.0,40.484877,0.731008,40.484879,0.731008,0.006147170253011476,0.9874,0.9874,-24.349,-24.349,9.426,1.18979,2.55119,-1.02852,19.5407,68.0,0.452,6143,2.39078,4.21755,-1.16477,-0.965773,0.0,183.608,145.209,182.262
40.486_0.235,024156.66+001406.5,6212.0,40.486122,0.23515,40.486122,0.23515,0.0,3.5491,3.5491,-26.695,-26.695,0.0,1.21162,2.83913,-1.18223,20.0227,66.0,0.355,6142,2.57709,4.44608,-1.32466,-1.07467,0.0,167.712,146.835,167.155
40.488_0.118,024157.15+000703.5,6213.0,40.488127,0.117659,40.488129,0.117659,0.008131941878121182,1.5635,1.5635,-26.527,-26.527,9.239,1.77685,5.0,-1.15,18.307,71.0,0.053,5835,3.22121,4.67565,-1.2399,-1.065,1.0,206.725,146.46,206.722
40.501_0.581,024200.25+003450.9,6215.0,40.501042,0.58081,40.501041,0.58081,0.00434670577101264,1.7025,1.7025,-25.771,-25.771,9.389,1.23311,2.83583,-1.13436,19.3312,68.0,0.173,5947,2.70087,4.48869,-1.2639,-1.06638,0.0,188.294,162.173,187.739
40.502_0.890,024200.53+005322.2,6216.0,40.502243,0.889505,40.502243,0.889505,0.0,0.9642,0.9642,-24.664,-24.664,8.932,1.01983,5.0,-1.025,18.9182,71.0,-0.049,5776,3.75039,4.79331,-1.09421,-0.950405,1.0,210.874,93.0811,210.897
40.504_0.006,024200.91+000021.0,6217.0,40.503807,0.005855,40.503807,0.005855,0.003073585126505738,1.1041,1.1041,-25.524,-25.524,0.0,1.22597,2.98112,-0.917011,18.6871,83.0,-0.091,6031,2.86834,4.53216,-1.00934,-0.873287,0.0,238.957,159.243,238.46
40.519_-0.643,024204.58-003835.7,6218.0,40.519119,-0.643275,40.519119,-0.643275,0.0,2.2885,2.2885,-25.882,-25.882,8.761,1.1238,1.97719,-0.692337,19.9026,23.0,0.037,5787,1.6259,2.90194,-0.913625,-0.552828,0.0,51.3301,43.8779,48.5731
40.530_-0.472,024207.20-002818.9,6220.0,40.530003,-0.471918,40.530003,-0.471918,0.0,1.7201,1.7201,-25.599,-25.599,8.889,1.35931,3.07338,-1.16165,19.496,67.0,-0.039,5793,2.87703,4.57973,-1.28486,-1.08504,0.0,186.689,149.049,186.517
40.543_1.227,024210.27+011336.0,6223.0,40.542814,1.22669,40.542812,1.22669,0.006147170253011476,1.6572,1.6572,-25.291,-25.291,8.502,1.13545,2.01673,-0.636992,19.7468,68.0,0.022,6173,1.77702,2.66645,-0.801942,-0.573066,0.0,162.12,129.987,158.65
40.553_-1.061,024212.65-010339.5,6225.0,40.552732,-1.060995,40.552731,-1.060995,0.0,1.4341,1.4341,-24.304,-24.304,0.0,1.23706,2.89264,-0.940618,20.3515,70.0,-0.002,5905,2.47466,4.54301,-1.16443,-0.79884,0.0,146.007,128.866,145.925
40.562_-0.526,024214.97-003131.8,6226.0,40.562399,-0.52552,40.562401,-0.52552,0.005323605600495953,1.3306,1.3306,-24.771,-24.771,7.901,1.08091,2.89635,-0.921805,19.6938,66.0,-0.025,5956,2.71601,4.52623,-1.04364,-0.861628,0.0,176.903,143.457,176.565
40.562_-0.036,024214.99-000209.5,6227.0,40.56249,-0.035983,40.562489,-0.035983,0.006147170253011476,1.0117,1.0117,-23.936,-23.936,0.0,1.34842,2.41714,-0.564683,20.02,68.0,0.076,5758,2.22595,4.19741,-0.732676,-0.510052,0.0,139.704,112.771,138.44
40.573_1.112,024217.46+010642.1,6228.0,40.572785,1.111717,40.572784,1.111717,0.0,0.8748,0.8748,-24.063,-24.063,8.443,0.849171,2.94647,-0.844236,19.6076,68.0,-0.11,5894,2.81849,4.55031,-0.947306,-0.801188,0.0,181.605,95.1262,181.3
40.586_-0.350,024220.73-002059.8,6232.0,40.5864,-0.349951,40.586399,-0.349951,0.0,0.6841,0.6841,-23.378,-23.378,8.953,1.03515,3.45784,-0.816981,19.0577,71.0,0.332,5721,3.16111,4.63956,-0.901197,-0.768133,0.0,193.274,84.8775,193.162
40.591_0.820,024221.87+004912.6,6233.0,40.591131,0.820189,40.591129,0.820189,0.0068727452774991205,2.062,2.062,-27.479,-27.479,0.0,1.30124,2.78618,-1.04229,18.0017,68.0,0.299,5925,2.65236,4.44356,-1.1481,-0.996881,0.0,217.747,156.337,217.025
40.600_1.081,024224.02+010452.5,6234.0,40.600119,1.081266,40.600121,1.081266,0.00434670577101264,2.4344,2.4344,-26.922,-26.922,0.0,1.31956,3.11219,-1.14777,19.0523,68.0,0.454,6133,2.93075,4.56993,-1.26586,-1.0753,0.0,196.499,146.789,196.201
40.614_0.146,024227.34+000845.4,6235.0,40.613924,0.145967,40.613922,0.145967,0.00869341154202528,0.65,0.65,-22.125,-22.125,0.0,1.43559,1.59714,-0.224441,20.2867,59.0,-0.051,5762,1.25875,2.07093,-0.444223,-0.115057,0.0,95.8018,90.3275,90.7734
40.614_1.168,024227.41+011004.3,6236.0,40.61423,1.167876,40.614231,1.167876,0.0,1.5709,1.5709,-24.906,-24.906,8.746,1.04286,2.40664,-0.792672,19.9194,67.0,0.106,6099,2.19081,4.08297,-0.950183,-0.732598,0.0,162.585,128.279,161.075
40.628_-0.008,024230.65-000029.6,6238.0,40.627716,-0.008249,40.627716,-0.008249,0.003073585126505738,2.5052,2.5052,-26.796,-26.796,0.0,0.97892,0.778369,-0.358698,19.0687,68.0,1.618,6060,0.450332,0.977671,-0.487672,-0.25369,0.0,180.241,175.446,163.056
40.646_-1.064,024234.93-010351.9,6239.0,40.645564,-1.06444,40.645565,-1.06444,0.0,1.3626,1.3626,-24.943,-24.943,9.151,1.2738,3.63036,-0.876866,19.4898,70.0,0.264,6208,3.2378,4.65999,-0.968774,-0.81849,0.0,178.781,110.335,178.692
40.648_0.768,024235.43+004605.1,6240.0,40.647645,0.768087,40.647644,0.768087,0.0,1.2166,1.2166,-24.301,-24.301,8.255,0.983588,5.0,-0.8,19.808,67.0,0.21,5798,3.49215,4.74086,-0.867022,-0.723115,1.0,164.014,66.7352,164.03
40.668_0.958,024240.31+005727.1,6244.0,40.667983,0.957543,40.667984,0.957543,0.0,0.5692,0.5692,-25.767,-25.767,0.0,1.13173,2.39201,-0.6308,16.3992,72.0,-0.019,6037,2.22613,4.06297,-0.730316,-0.60864,0.0,200.902,147.213,199.269
40.671_0.364,024240.96+002150.8,6245.0,40.670667,0.36412,40.670666,0.36412,0.003073585126505738,0.6327,0.6327,-22.636,-22.636,0.0,1.56136,2.48657,-0.28838,19.6562,62.0,0.111,5933,2.34036,4.22967,-0.401694,-0.256166,0.0,100.379,63.0219,99.0814
40.674_1.225,024241.85+011330.7,6246.0,40.674396,1.225197,40.674397,1.225197,0.003073585126505738,2.1734,2.1734,-25.214,-25.214,0.0,1.23457,3.5474,-0.952878,20.575,61.0,0.009,5838,3.08632,4.64195,-1.09013,-0.838938,0.0,113.591,86.8579,113.561
40.675_0.625,024241.94+003730.6,6247.0,40.674751,0.625194,40.674751,0.625194,0.0,1.0616,1.0616,-23.597,-23.597,0.0,1.17679,2.4775,-0.714687,20.0378,119.0,0.089,5980,2.32866,4.15822,-0.839854,-0.673657,0.0,276.765,189.283,275.273
40.677_0.671,024242.41+004015.4,6248.0,40.676711,0.670961,40.676712,0.670961,0.0,2.7469,2.7469,-25.415,-25.415,8.775,1.35414,5.0,-0.8,21.0126,54.0,-0.141,5725,3.64654,4.77702,-0.879217,-0.636671,1.0,78.2982,34.3488,78.3284
40.677_-0.370,024242.51-002212.9,6249.0,40.677161,-0.370271,40.677162,-0.370271,0.00434670577101264,1.9092,1.9092,-25.081,-25.081,8.332,1.3178,3.05633,-0.844199,20.0619,71.0,0.055,5754,2.80784,4.55964,-0.990347,-0.752015,0.0,154.185,130.981,153.954
40.713_0.170,024251.01+001010.9,6253.0,40.712581,0.169714,40.712582,0.169714,0.00434670577101264,1.8829,1.8829,-25.251,-25.251,0.0,1.38912,5.0,-0.9,20.0707,71.0,-0.151,6229,3.56451,4.74931,-0.995293,-0.814316,1.0,144.109,82.6778,144.121
40.737_-0.266,024256.93-001558.0,6255.0,40.73721,-0.266133,40.737209,-0.266133,0.003073585126505738,0.9452,0.9452,-23.327,-23.327,0.0,1.2986,2.88364,-0.584004,20.5009,68.0,-0.122,5970,2.77019,4.55013,-0.729472,-0.524683,0.0,119.467,75.9635,119.159
40.738_-0.764,024257.20-004549.4,6256.0,40.738354,-0.763748,40.738354,-0.763748,0.0,1.7729,1.7729,-24.807,-24.807,0.0,1.14462,2.22372,-0.612008,20.3607,68.0,0.008,6166,1.98835,3.71151,-0.799301,-0.548252,0.0,140.465,106.326,138.389
40.746_-0.177,024259.00-001038.3,6257.0,40.745867,-0.177312,40.745869,-0.177312,0.0068727452774991205,0.7325,0.7325,-23.065,-23.065,0.0,1.13091,1.48763,-0.211864,19.9733,58.0,0.394,6020,1.25961,1.92722,-0.398496,-0.156163,0.0,106.962,88.7338,100.912
40.750_1.141,024300.05+010828.6,6258.0,40.750231,1.141296,40.750233,1.141296,0.005323605600495953,2.0209,2.0209,-25.102,-25.102,0.0,1.20592,1.89919,-0.621674,20.2927,68.0,-0.053,6112,1.57548,2.98675,-0.895164,-0.505801,0.0,140.028,124.57,137.42
40.752_-0.508,024300.45-003030.2,6259.0,40.751898,-0.508395,40.7519,-0.508395,0.005323605600495953,1.017,1.017,-24.105,-24.105,8.691,1.2353,2.36391,-0.6529,19.7856,69.0,0.011,5735,2.16501,3.8358,-0.787709,-0.601492,0.0,159.933,116.557,157.952
40.753_0.700,024300.72+004158.1,6260.0,40.753008,0.6995,40.75301,0.6995,0.006147170253011476,1.0768,1.0768,-23.259,-23.259,0.0,1.2299,2.59625,-0.669266,20.5698,62.0,0.147,6001,2.44616,4.30804,-0.820116,-0.605595,0.0,115.805,78.8358,114.683
40.753_-0.182,024300.83-001055.3,6261.0,40.753484,-0.182052,40.753483,-0.182052,0.005323605600495953,2.0037,2.0037,-25.28,-25.28,0.0,1.4145,3.11824,-0.892674,20.2263,68.0,-0.052,6232,2.91159,4.56999,-1.02488,-0.803515,0.0,144.382,108.177,144.106
40.770_0.002,024304.68+000005.4,6262.0,40.769538,0.001526,40.769539,0.001526,0.00434670577101264,1.995,1.995,-27.234,-27.234,0.0,1.11511,1.01821,-0.421827,18.1829,130.0,0.137,5885,0.811233,1.23169,-0.536003,-0.379213,0.0,362.69,340.073,348.515
40.778_-0.425,024306.67-002531.4,6263.0,40.77782,-0.425398,40.777821,-0.425398,0.0,1.2757,1.2757,-25.11,-25.11,8.715,1.27972,3.92525,-0.578035,20.1902,101.0,-0.133,6072,3.37198,4.6911,-0.645001,-0.523907,0.0,230.743,72.95,230.686
40.778_0.205,024306.83+001219.4,6264.0,40.778462,0.2054,40.778461,0.2054,0.003073585126505738,2.0979,2.0979,-26.287,-26.287,9.465,1.72786,5.0,-0.75,19.3936,121.0,0.102,5761,3.21777,4.68227,-0.860254,-0.635679,1.0,303.43,217.128,303.438
40.809_0.849,024314.22+005057.1,6266.0,40.809269,0.849194,40.809269,0.849194,0.0,0.8012,0.8012,-23.062,-23.062,0.0,1.12316,3.08785,-0.756483,20.3189,61.0,0.172,6158,2.90149,4.57335,-0.886133,-0.679066,0.0,120.146,77.7715,119.895
40.810_0.273,024314.28+001621.7,6267.0,40.809515,0.272719,40.809517,0.272719,0.0068727452774991205,0.9088,0.9088,-23.549,-23.549,8.401,1.43525,4.30756,-0.863549,20.4073,68.0,-0.02,5789,3.3025,4.68871,-0.958164,-0.73914,0.0,142.832,71.1493,142.827
40.815_-0.342,024315.63-002032.2,6268.0,40.815134,-0.342304,40.815132,-0.342304,0.0068727452774991205,0.8073,0.8073,-23.009,-23.009,0.0,1.16432,2.35011,-0.646326,20.1993,72.0,0.243,5915,2.17244,3.99124,-0.809349,-0.599096,0.0,157.719,118.212,155.972
40.858_-0.529,024325.97-003145.1,6272.0,40.858213,-0.529218,40.858212,-0.529218,0.0,3.4386,3.4386,-27.37,-27.37,9.373,1.37371,2.93547,-0.890663,19.3309,67.0,-0.061,5949,2.8102,4.52219,-0.999265,-0.833131,0.0,175.187,108.303,174.713
40.861_-0.349,024326.62-002056.1,6273.0,40.860927,-0.348927,40.860928,-0.348927,0.003073585126505738,1.3435,1.3435,-24.914,-24.914,8.705,1.16078,5.0,-0.925,19.755,69.0,0.06,6120,3.15891,4.66829,-1.00946,-0.83427,1.0,171.558,111.037,171.551
40.866_0.932,024327.95+005555.1,6274.0,40.866483,0.931989,40.866482,0.931989,0.0,0.7498,0.7498,-22.572,-22.572,0.0,0.987075,2.8864,-0.728041,20.3828,62.0,0.678,5755,2.68808,4.51181,-0.866232,-0.659301,0.0,122.704,98.2182,122.316
40.870_0.642,024328.86+003831.2,6276.0,40.870258,0.642008,40.870258,0.642008,0.0,2.7527,2.7527,-25.768,-25.768,8.974,2.18626,0.820892,-0.280866,20.0808,11.0,2.525,6169,-0.390781,3.55965,-2.37471,-0.135007,0.0,16.3549,16.0536,15.0647
40.884_0.459,024332.13+002733.4,6278.0,40.883888,0.459287,40.883888,0.459287,0.0,1.3046,1.3046,-25.156,-25.156,8.61,1.29092,3.68878,-0.980324,19.4994,69.0,-0.056,5967,3.18784,4.65787,-1.08809,-0.900049,0.0,176.331,107.217,176.299
40.904_0.526,024336.94+003133.1,6279.0,40.903949,0.525869,40.90395,0.525869,0.0,0.6264,0.6264,-22.812,-22.812,0.0,1.71467,2.83072,-0.628913,19.7858,59.0,0.27,6175,2.64782,4.54175,-0.79883,-0.551457,0.0,111.038,79.1491,110.829
40.905_-0.395,024337.17-002340.2,6280.0,40.904884,-0.394514,40.904884,-0.394514,0.0,2.3485,2.3485,-26.508,-26.508,0.0,1.24064,3.00974,-1.09394,19.1682,69.0,-0.05,6113,2.87342,4.55604,-1.21023,-1.02806,0.0,198.259,126.756,197.917
40.910_0.743,024338.46+004433.5,6281.0,40.910265,0.742663,40.910267,0.742663,0.00434670577101264,2.4205,2.4205,-27.043,-27.043,9.697,1.15913,2.6836,-0.803266,19.0352,68.0,0.06,5852,2.57367,4.38577,-0.920893,-0.762502,0.0,182.934,120.213,181.969
40.915_-0.413,024339.51-002445.7,6283.0,40.914658,-0.412715,40.914658,-0.412715,0.0,0.7343,0.7343,-23.151,-23.151,8.288,1.67645,2.73975,-0.56272,19.999,55.0,0.057,5882,2.59159,4.41289,-0.695673,-0.498335,0.0,95.2223,65.2082,94.4105
40.917_-0.297,024340.11-001749.4,6284.0,40.917134,-0.297064,40.917133,-0.297064,0.003073585126505738,1.4392,1.4392,-25.111,-25.111,8.942,1.04334,2.62924,-0.868903,19.3955,68.0,0.029,5927,2.49162,4.30997,-0.990853,-0.817966,0.0,184.927,123.258,183.76
40.919_-0.634,024340.59-003801.4,6285.0,40.919166,-0.633723,40.919167,-0.633723,0.0,1.0976,1.0976,-23.935,-23.935,0.0,1.58791,2.75881,-0.879755,20.0616,111.0,-0.022,6183,2.62997,4.42068,-1.00412,-0.817233,0.0,246.855,172.241,246.016
40.935_-0.034,024344.31-000201.0,6287.0,40.934633,-0.033633,40.934631,-0.033633,0.007528715240946742,2.096,2.096,-25.967,-25.967,8.418,1.05439,0.467517,0.012862,19.5904,67.0,-0.091,5763,-0.142388,0.620862,-0.098205,0.260347,0.0,141.418,139.201,121.917
40.946_-0.830,024347.11-004949.4,6288.0,40.946314,-0.830394,40.946316,-0.830394,0.006147170253011476,0.5645,0.5645,-23.132,-23.132,8.998,1.18626,0.387305,0.269588,19.1808,39.0,0.362,5739,-0.171886,0.595521,0.130953,0.512009,0.0,63.0721,60.7641,41.3079
40.947_-1.103,024347.37-010611.7,6289.0,40.947396,-1.103271,40.947395,-1.103271,0.0,3.9288,3.9288,-26.807,-26.807,0.0,1.40983,2.27135,-1.01007,20.2584,66.0,0.098,6172,1.769,4.13369,-1.34565,-0.804413,0.0,144.789,139.132,143.816
