SDSS,ra_deg,dec_deg,z,iMag,D(g-i),order
021232.77-002807.4,33.136572,-0.468724,1.4976,-24.849,-0.068,4394
021958.68-000942.4,34.994505,-0.161788,1.0217,-23.769,-0.06,4395
020658.98+010145.4,31.745789,1.029293,1.024,-24.197,0.016,4396
021833.19+002525.8,34.6383,0.423852,0.8446,-23.466,0.881,4397
021804.54+010926.1,34.518934,1.157261,2.5631,-25.979,0.133,4398
020656.19+005204.6,31.734132,0.867954,1.9787,-25.244,-0.003,4399
021500.51-000506.7,33.752136,-0.085219,1.8441,-25.061,0.135,4400
021615.31-002911.1,34.063832,-0.48642,1.9504,-25.553,0.065,4401
020804.48-000023.2,32.018702,-0.006452,1.3389,-25.843,0.165,4402
021308.12-011149.5,33.283855,-1.197107,2.2165,-25.612,0.178,4403
021601.10+003727.2,34.004623,0.62425,0.8621,-23.629,-0.067,4404
020146.33+001940.6,30.443066,0.327968,1.364,-24.932,-0.079,4405
021946.02-000446.9,34.941771,-0.07972,0.555,-22.491,0.081,4406
020413.80+005829.1,31.057503,0.974756,0.7482,-22.137,-0.011,4407
020052.07-002530.3,30.216987,-0.425099,1.2175,-25.217,0.175,4408
021940.41-002821.0,34.918395,-0.472526,1.1567,-24.251,-0.021,4409
021825.32+000135.7,34.605515,0.026587,1.6169,-24.526,-0.067,4410
021251.31+010405.9,33.213805,1.06833,1.9725,-25.453,0.061,4411
021647.54-011341.4,34.198088,-1.228184,0.4202,-23.388,-0.23,4412
020055.13+010453.0,30.229722,1.081407,1.1108,-25.243,0.043,4413
020537.13+002644.3,31.404715,0.44564,1.5209,-24.888,0.117,4414
020755.39-010058.8,31.980818,-1.016359,0.8622,-23.63,-0.027,4415
020331.28+005741.6,30.880345,0.961581,1.9977,-25.074,0.068,4416
021936.98+010842.0,34.904096,1.145026,0.9001,-23.435,0.113,4417
021510.26-003640.4,33.792784,-0.611231,1.5363,-24.73,0.006,4418
021741.12-003246.9,34.421338,-0.546362,1.0684,-23.76,0.433,4419
020523.88-001639.6,31.349518,-0.277679,0.6462,-22.607,-0.087,4420
020028.60+000818.7,30.119174,0.138547,1.6773,-25.023,0.081,4421
020950.71-000506.4,32.461292,-0.085123,2.8501,-29.395,-0.049,4422
021550.26-003242.5,33.959451,-0.54515,1.3941,-25.056,-0.036,4423
021426.71-002520.3,33.611292,-0.422319,2.2408,-25.884,-0.062,4424
021043.16-001818.4,32.679843,-0.305126,4.7331,-28.147,-0.551,4425
020008.99-011518.7,30.037475,-1.255212,3.778,-26.526,-0.139,4426
021718.23-005503.7,34.325987,-0.917722,1.6352,-25.723,-0.08,4427
020607.26+001402.0,31.530289,0.2339,1.4921,-24.3,0.109,4428
020701.29-010232.2,31.755413,-1.042285,1.246,-25.674,0.107,4429
020654.12-004502.1,31.725529,-0.750607,2.6186,-25.514,-0.088,4430
021044.97-003555.2,32.687415,-0.598688,1.7836,-25.514,0.942,4431
021227.22+011224.0,33.113431,1.206692,0.8474,-24.726,0.176,4432
021449.78-011126.6,33.707425,-1.190733,1.7701,-26.126,1.02,4433
021220.61-004715.9,33.08588,-0.787763,1.4912,-25.104,0.049,4434
021520.55-001519.2,33.835666,-0.255354,1.3869,-24.289,-2.384,4435
020906.28+010456.4,32.276195,1.082338,1.4097,-25.111,0.137,4436
020459.89-001048.5,31.24955,-0.180147,2.5815,-26.015,0.202,4437
020746.47-011035.6,31.943642,-1.176563,1.8773,-25.258,0.423,4438
020328.34+004222.2,30.868122,0.706178,2.173,-25.169,0.116,4439
021754.80+000234.0,34.478369,0.042794,2.0436,-26.494,0.078,4440
021720.47+005935.9,34.3353,0.993308,2.7882,-27.115,0.031,4441
020200.06-000921.2,30.500262,-0.155894,1.3599,-24.99,-0.056,4442
021951.76-002108.2,34.965675,-0.352296,1.6049,-25.808,-0.241,4443
020845.53+002236.0,32.189747,0.376687,1.8854,-28.491,0.049,4444
020831.32+000618.2,32.130521,0.105064,2.5945,-26.026,-0.018,4445
021350.20+004022.6,33.459183,0.672957,1.2168,-24.286,0.19,4446
020341.08+005858.3,30.921183,0.982877,0.7432,-24.028,0.409,4447
021728.62-005227.2,34.369291,-0.874223,2.463,-25.981,0.303,4448
021013.64-001200.5,32.556853,-0.200163,1.5046,-24.71,0.014,4449
021132.76+000819.0,32.886521,0.138619,1.1064,-23.717,-0.021,4450
021653.23+010835.3,34.221802,1.143141,1.3597,-25.856,0.067,4451
020710.48+001017.9,31.793669,0.171648,0.9202,-24.966,-0.173,4452
021609.23+011036.3,34.038471,1.176773,0.7469,-23.459,0.457,4453
020952.46+000115.7,32.468603,0.02104,2.2016,-25.683,-0.019,4454
020326.98+003744.4,30.862421,0.629006,1.5851,-24.686,0.048,4455
021628.74-002003.4,34.119763,-0.33429,1.0869,-23.993,0.052,4456
020429.59+010959.9,31.123306,1.16665,0.6005,-22.952,-9.0,4457
020827.06-005208.1,32.112771,-0.868919,1.3431,-24.819,0.276,4458
021225.56+010056.1,33.106528,1.015587,0.5129,-24.278,-0.227,4459
021610.56+000538.3,34.04403,0.093993,0.3839,-22.949,0.101,4460
020008.95+001937.2,30.037314,0.327001,2.2123,-25.476,0.111,4461
020339.60-010725.2,30.915007,-1.123684,0.988,-24.073,0.091,4462
021955.82-010104.6,34.98261,-1.017957,1.9668,-26.511,-0.013,4463
020303.12-001022.2,30.763029,-0.172854,1.9555,-26.039,0.017,4464
020523.55-000143.4,31.348134,-0.028731,1.7817,-25.403,-0.058,4465
020937.66-005435.6,32.406935,-0.909893,1.3519,-24.966,0.724,4466
021857.49-011338.9,34.739558,-1.22748,0.5103,-22.306,1.007,4467
020334.20-004438.0,30.892528,-0.743905,1.9267,-25.653,0.536,4468
021945.43+001943.2,34.939312,0.328669,1.2658,-24.403,0.089,4469
020540.29+001624.6,31.417902,0.273517,1.9848,-24.933,0.101,4470
020202.64-001009.2,30.511024,-0.169239,2.8954,-26.329,0.085,4471
020341.34-000235.1,30.922261,-0.043088,1.9834,-25.671,0.184,4472
020755.76+011159.4,31.982337,1.199843,2.07,-24.915,0.013,4473
020406.70+010733.8,31.027955,1.126063,2.8922,-26.536,1.328,4474
020755.52+005722.6,31.98137,0.956302,1.7,-25.404,0.016,4475
021024.05-004513.4,32.600219,-0.753735,1.5484,-26.289,0.068,4476
021645.01+000842.5,34.187577,0.145153,1.3653,-25.938,-0.052,4477
020948.84-004337.3,32.453515,-0.727049,0.8671,-24.856,0.045,4478
020838.93-000352.1,32.16224,-0.064498,1.5516,-24.901,0.01,4479
021845.39-003051.8,34.689153,-0.514413,1.8978,-25.202,0.125,4480
021303.72+003828.5,33.265522,0.641254,1.8809,-25.576,-0.025,4481
021204.19-003529.4,33.017496,-0.591518,1.1672,-24.395,-0.104,4482
021439.15-010522.6,33.663154,-1.089621,1.2348,-25.535,0.08,4483
020021.50+010629.5,30.089584,1.108216,0.7304,-22.401,0.27,4484
021301.58-005514.2,33.256591,-0.920637,1.1188,-24.124,0.247,4485
020739.30-011459.7,31.913764,-1.249925,1.8625,-26.067,0.95,4486
021023.86-010455.8,32.599428,-1.082168,2.3946,-26.371,0.094,4487
020338.06+005812.6,30.908611,0.970169,1.1904,-24.281,-0.023,4488
020633.89+003942.8,31.641229,0.661891,0.6883,-23.068,0.181,4489
020203.09+000701.4,30.512898,0.117065,1.0258,-24.393,0.054,4490
020749.64-000822.4,31.956872,-0.139571,1.3343,-25.69,0.118,4491
021247.04+002832.7,33.196034,0.475767,1.9018,-25.969,-0.001,4492
021945.67+004144.6,34.940331,0.695731,2.5157,-26.33,0.202,4493
021902.80+010805.4,34.761693,1.134837,1.7103,-26.044,0.064,4494
020047.37+003110.1,30.197411,0.519499,1.6164,-26.525,-0.078,4495
021645.80-010204.8,34.19084,-1.034675,1.087,-25.373,-0.085,4496
021216.41+010719.4,33.068394,1.122067,3.1949,-27.514,0.138,4497
021505.62+002727.4,33.773425,0.45762,2.0073,-26.91,-0.033,4498
020010.33+004438.5,30.043069,0.744029,1.6638,-25.057,0.037,4499
021355.23-005415.1,33.480145,-0.904195,3.6064,-26.575,-0.223,4500
020443.41+001816.8,31.180905,0.304689,2.8797,-26.058,-0.1,4501
021422.76+001551.3,33.594856,0.264266,1.3055,-24.317,-0.16,4502
021113.81+003146.0,32.807566,0.529455,1.7957,-25.961,0.029,4503
020323.59-002259.3,30.848314,-0.383139,1.3261,-24.107,0.068,4504
020251.55+002840.1,30.714811,0.477806,1.2773,-24.303,0.118,4505
020254.32+011042.4,30.726348,1.178446,2.3666,-26.632,-0.041,4506
021229.82+000934.0,33.124261,0.159466,0.5818,-23.755,0.779,4507
020739.04+011231.8,31.912667,1.208838,0.7285,-23.145,-0.101,4508
020623.97+002524.5,31.599899,0.423482,1.2211,-25.187,0.138,4509
021951.22-001758.2,34.963428,-0.299507,2.6259,-25.354,0.147,4510
021642.84-002530.5,34.178505,-0.425151,2.8812,-26.217,0.119,4511
020646.31+010505.5,31.692983,1.084879,2.2698,-26.885,0.363,4512
020913.30+002504.6,32.305455,0.417954,1.7345,-26.477,0.09,4513
021944.41+001033.2,34.935073,0.17589,0.8819,-23.037,-0.077,4514
020838.40+000737.5,32.160037,0.12711,1.6178,-23.134,0.076,4515
021348.31+001135.9,33.451319,0.193314,2.8018,-26.268,0.706,4516
021355.70+004933.7,33.482093,0.826049,3.3597,-26.451,0.169,4517
020507.42-011214.8,31.280945,-1.20413,1.6122,-26.063,-0.034,4518
020529.19-000912.8,31.371657,-0.153568,2.39,-25.732,1.102,4519
020826.41+003810.4,32.110045,0.636242,2.356,-26.192,-0.047,4520
021612.20-010518.8,34.050853,-1.088583,1.4928,-27.202,0.172,4521
021428.53-000256.0,33.618907,-0.048894,2.0631,-25.871,-0.089,4522
021025.56-010323.3,32.606524,-1.056496,1.6208,-24.966,0.006,4523
021307.94-004504.5,33.283109,-0.751273,2.7475,-26.656,0.109,4524
021309.33-004735.1,33.288888,-0.793107,1.5157,-26.773,0.218,4525
021700.51+004719.8,34.25213,0.788855,2.318,-26.42,0.249,4526
021624.39+010503.4,34.101666,1.084295,1.9377,-25.361,-0.108,4527
020122.76-000248.2,30.344861,-0.046745,1.509,-25.541,0.145,4528
021150.11-001056.8,32.95883,-0.182448,1.3039,-24.501,-1.854,4529
020750.06+000407.7,31.958603,0.068809,3.0077,-26.036,0.035,4530
020211.63+002312.6,30.54849,0.386838,2.1143,-26.102,-0.053,4531
020817.14-005654.6,32.071437,-0.948524,1.3028,-26.651,0.137,4532
020516.74+001510.7,31.319761,0.252995,1.5986,-25.022,-0.053,4533
020259.34+005307.4,30.747274,0.885404,2.3415,-25.74,0.135,4534
020646.97+001800.7,31.69572,0.3002,1.6787,-26.474,-0.102,4535
020610.68-001857.6,31.544505,-0.316023,2.2362,-25.926,0.08,4536
021735.44+001456.2,34.397681,0.248964,1.1693,-24.126,0.68,4537
020936.91-002216.2,32.403818,-0.37118,2.3951,-25.843,0.192,4538
021708.73+001818.8,34.286408,0.30523,0.6871,-22.767,0.115,4539
020808.95-001949.9,32.037297,-0.33054,2.8238,-26.552,-0.112,4540
020812.79-000802.8,32.053299,-0.134116,1.3286,-24.58,0.817,4541
020228.72-005446.1,30.619688,-0.912825,1.3026,-24.633,0.131,4542
021713.38-004526.9,34.305759,-0.757482,0.771,-24.4,0.241,4543
021008.38-005622.5,32.534948,-0.939601,1.0869,-24.174,-0.007,4544
021843.39+001209.7,34.680814,0.202711,3.0209,-26.543,0.069,4545
020233.00+001645.9,30.637519,0.279424,3.4993,-26.87,0.126,4546
020446.73+005628.3,31.194744,0.941204,2.6259,-25.798,0.14,4547
020308.54+005626.0,30.785585,0.940577,3.0534,-26.094,0.116,4548
021630.25-011155.0,34.126072,-1.198616,1.521,-24.775,0.091,4549
020922.52-004641.0,32.34387,-0.778082,0.9801,-23.352,0.05,4550
021435.36-001004.4,33.647338,-0.167904,2.3909,-25.921,0.216,4551
021840.53-001516.0,34.668915,-0.254471,1.1714,-25.232,-0.23,4552
021513.52-003406.4,33.806343,-0.56845,2.8131,-26.212,-0.174,4553
020853.33+010150.2,32.22224,1.030612,0.8756,-23.551,0.354,4554
021544.67-003811.4,33.936131,-0.63652,0.9336,-24.279,-0.683,4555
020955.41-002054.8,32.480897,-0.348563,1.4309,-24.639,-0.054,4556
021553.71+010953.9,33.973832,1.164981,2.2307,-25.656,-0.018,4557
020113.40+001309.8,30.305873,0.219409,1.2492,-24.504,0.06,4558
020830.77-003929.7,32.128219,-0.658269,1.5197,-25.645,0.134,4559
021934.52-000310.6,34.893865,-0.052948,3.0323,-25.943,-0.289,4560
020920.10-005003.8,32.333775,-0.834392,0.7833,-23.519,0.028,4561
020203.77-000306.0,30.515717,-0.05168,2.2822,-25.572,0.056,4562
020739.75+010457.7,31.915627,1.08272,0.7147,-22.797,0.115,4563
020251.83-004117.2,30.715979,-0.688131,1.7921,-25.421,0.074,4564
020721.79+005058.9,31.840823,0.849722,1.4401,-24.871,-0.009,4565
020850.13+003850.3,32.208887,0.647317,1.4859,-24.27,0.184,4566
020415.36+004412.3,31.064038,0.736757,0.6776,-23.759,0.156,4567
020012.05-002755.1,30.05023,-0.465316,1.5567,-25.974,0.016,4568
020812.64+004155.8,32.052696,0.698839,0.6935,-22.8,0.427,4569
021202.50-004330.1,33.010432,-0.725039,2.1676,-25.861,0.049,4570
021514.83-003905.0,33.811817,-0.651401,0.8468,-24.08,0.128,4571
021303.25-004303.7,33.263567,-0.717708,1.7428,-25.609,-0.056,4572
020849.90+003546.5,32.207953,0.59627,2.6527,-26.622,-0.021,4573
021053.09-003136.3,32.721246,-0.526767,1.5826,-24.954,-0.128,4574
021320.00-004334.2,33.333368,-0.726171,1.0895,-23.951,0.096,4575
020912.02+004719.0,32.300108,0.788624,0.7857,-23.324,1.425,4576
021336.50-002712.8,33.402088,-0.453572,2.0362,-26.059,-0.01,4577
020831.67-003514.4,32.131993,-0.587358,1.4972,-25.475,-0.064,4578
020910.70-011506.6,32.294584,-1.251848,2.3304,-25.631,0.151,4579
021857.19-004158.3,34.738317,-0.699555,0.8836,-23.401,0.506,4580
020533.79+002113.7,31.390792,0.353816,1.4351,-25.523,0.081,4581
020650.76+000536.7,31.711533,0.093534,2.0616,-25.578,0.036,4582
021434.78-004242.6,33.644939,-0.711839,0.4365,-22.541,-0.012,4583
021938.50-010952.8,34.910418,-1.164688,1.899,-25.373,-9.0,4584
020814.67+002600.5,32.061157,0.433489,1.2964,-24.234,0.017,4585
021844.83+005106.4,34.686814,0.851799,1.8569,-25.808,0.183,4586
021307.67-002153.7,33.282,-0.364924,1.8273,-25.205,0.251,4587
021743.95+000621.6,34.433143,0.106026,1.2334,-24.286,-0.084,4588
021259.72+004450.1,33.24887,0.747269,1.0495,-23.786,0.109,4589
021419.62-004215.8,33.581769,-0.704412,0.9718,-23.54,0.078,4590
020558.08-005835.1,31.492016,-0.976442,1.1255,-24.377,0.102,4591
021315.21+003856.5,33.313403,0.649043,1.4434,-24.715,0.424,4592
021953.28-010025.2,34.972019,-1.007025,1.1919,-24.744,-0.075,4593
020609.06+004321.3,31.537762,0.722586,0.8033,-22.842,-0.084,4594
021236.41+011055.6,33.151745,1.182137,1.324,-24.554,-0.027,4595
020902.63-003030.4,32.260982,-0.508465,2.0356,-25.667,0.082,4596
021008.26-002632.8,32.534419,-0.442448,1.0663,-24.6,-0.065,4597
021501.05+010341.1,33.754392,1.061434,1.0837,-24.097,-0.007,4598
021420.26-005549.4,33.584453,-0.9304,1.6483,-25.289,0.034,4599
020533.93-005321.6,31.391377,-0.889336,1.4281,-24.982,0.03,4600
020309.21-004912.6,30.788379,-0.820172,0.5535,-23.74,0.087,4601
020556.04+004116.9,31.48352,0.688039,1.8364,-25.222,0.252,4602
020032.24-003155.8,30.13436,-0.532167,0.3801,-22.122,0.215,4603
021452.45-001644.5,33.718552,-0.27905,1.8941,-25.788,0.156,4604
020849.90-001753.2,32.20792,-0.298138,1.3942,-24.021,0.082,4605
020553.97+003631.3,31.474908,0.608717,0.9605,-24.842,0.12,4606
021224.14+001815.6,33.10062,0.304357,1.0187,-24.497,-0.061,4607
021849.07-001440.8,34.704463,-0.244671,1.3134,-24.434,0.135,4608
021938.28-002151.4,34.909536,-0.364305,0.557,-22.339,-0.106,4609
021259.58-003029.4,33.248291,-0.508194,0.3944,-23.813,-0.003,4610
021333.34+003030.8,33.388921,0.508578,2.0322,-26.5,0.793,4611
021621.67-010323.8,34.090303,-1.056625,1.893,-25.105,0.069,4612
020754.92+003637.8,31.978873,0.610512,0.8125,-23.28,0.41,4613
020005.79-002138.9,30.024158,-0.360825,1.4272,-25.106,-0.059,4614
020522.45-005447.3,31.343576,-0.91315,1.3425,-25.077,0.041,4615
021905.15+003346.2,34.77148,0.562858,1.6999,-24.66,0.316,4616
021529.02-005314.8,33.870952,-0.887472,1.3632,-24.435,0.133,4617
020340.21-002238.4,30.917572,-0.377355,1.9104,-25.334,0.056,4618
020306.01+010432.8,30.775081,1.075794,1.8527,-25.321,0.461,4619
020135.25+004111.9,30.396894,0.686647,1.8872,-25.239,0.058,4620
214501.23+010057.9,326.255156,1.016093,1.4552,-24.648,-0.073,4621
215354.82-004334.3,328.478456,-0.726201,0.8809,-23.827,0.202,4622
214135.28+010445.1,325.397024,1.079206,1.3403,-24.772,0.14,4623
214203.62+001036.0,325.515115,0.176677,2.8914,-26.342,-0.137,4624
214822.24+011217.7,327.092707,1.204918,1.2487,-24.085,0.181,4625
215516.13+003250.8,328.817234,0.547461,0.2778,-22.917,-0.013,4626
214534.29+010704.4,326.392902,1.117916,1.2556,-25.998,0.059,4627
215110.78+002137.7,327.794936,0.360476,2.752,-25.598,-0.141,4628
214046.93-003550.5,325.195568,-0.597369,0.7579,-23.055,0.531,4629
215723.01+003018.4,329.345897,0.505128,1.5543,-27.384,-0.092,4630
214337.32-004724.1,325.905511,-0.790033,0.4463,-23.758,-0.143,4631
215007.46+002601.5,327.531113,0.433759,1.423,-24.455,0.183,4632
215722.28-002932.4,329.342861,-0.49236,1.9161,-25.641,0.03,4633
215418.48+002054.0,328.577035,0.348353,1.2736,-24.467,-0.076,4634
214125.83-005612.8,325.357641,-0.936902,1.5415,-25.083,-0.099,4635
214537.45-002331.5,326.406071,-0.392099,1.6835,-26.597,-0.061,4636
215956.48+005340.8,329.985357,0.894669,0.7036,-24.335,-0.093,4637
215944.32+000527.8,329.934702,0.091064,0.9367,-23.905,0.078,4638
215754.50+010436.1,329.477111,1.076699,3.0325,-26.44,-0.177,4639
215717.56-001657.1,329.32318,-0.282537,1.0368,-24.295,-0.053,4640
214802.44-000455.2,327.0102,-0.082005,1.7968,-25.112,0.086,4641
214439.34+003608.7,326.163919,0.60242,2.5327,-25.909,0.172,4642
214540.67+003008.1,326.419466,0.50225,2.6184,-25.583,-0.054,4643
215057.88-010627.0,327.741188,-1.107526,2.0462,-26.843,0.429,4644
214413.40-005931.5,326.055871,-0.992086,1.1259,-24.904,0.186,4645
214515.59+002952.9,326.314989,0.498041,0.7996,-23.271,-0.117,4646
214737.80-010511.1,326.907509,-1.086435,1.4001,-24.749,0.306,4647
214554.19+003205.4,326.475794,0.534859,2.0795,-26.071,-0.048,4648
215145.56-011409.3,327.939836,-1.23592,1.335,-25.389,0.028,4649
215604.18+003742.3,329.017425,0.62844,2.8437,-27.417,-0.122,4650
215733.43+005149.9,329.389326,0.86388,1.3514,-24.489,-2.028,4651
214423.63-002209.6,326.098479,-0.369357,1.2993,-26.538,0.075,4652
214212.59-004557.3,325.552499,-0.765919,1.5819,-24.822,0.012,4653
214821.43-003705.7,327.089299,-0.618266,2.5438,-26.005,0.244,4654
214430.16+010131.1,326.12568,1.025306,1.5486,-24.911,0.051,4655
215704.36+010358.5,329.268172,1.066272,1.994,-25.396,-0.063,4656
215641.48-000404.3,329.172852,-0.067874,0.9006,-23.419,-0.083,4657
214313.97+004715.0,325.80825,0.787513,0.4933,-24.319,-0.041,4658
214704.88-002158.6,326.770335,-0.366281,1.8028,-25.962,0.101,4659
214109.94-004308.1,325.291445,-0.718939,0.9347,-23.748,0.128,4660
215103.84+002015.5,327.766007,0.337647,1.7834,-24.688,0.415,4661
215935.17+001756.4,329.896575,0.299026,1.9823,-25.766,0.036,4662
215052.79-005750.6,327.719976,-0.964066,1.1157,-24.124,-0.083,4663
214734.36+003226.6,326.893183,0.540748,0.6828,-24.387,-0.036,4664
214433.90+003028.1,326.141279,0.507833,1.4668,-24.965,0.03,4665
214719.68+010045.6,326.832031,1.012691,1.3644,-25.552,0.06,4666
215415.55-004820.1,328.564826,-0.805589,1.7298,-26.424,0.104,4667
215429.00-011026.4,328.620871,-1.174006,1.6801,-25.31,-0.029,4668
214404.08+005706.4,326.017021,0.951778,2.1956,-26.157,-0.048,4669
214801.22-000012.1,327.005103,-0.003375,0.6963,-22.883,0.236,4670
214438.05-005357.8,326.158572,-0.899391,2.4864,-25.301,0.572,4671
214454.20-001419.8,326.225864,-0.238845,1.6791,-24.876,0.169,4672
214832.24-003315.5,327.134337,-0.554322,2.5584,-26.23,-0.003,4673
215521.03-005348.2,328.837663,-0.896737,2.6185,-25.649,0.118,4674
214053.68+001230.4,325.223706,0.208463,1.4903,-24.721,0.294,4675
215250.80+001148.4,328.211675,0.196785,0.9872,-23.949,0.375,4676
215545.77-010501.5,328.94072,-1.083753,1.4399,-24.542,0.162,4677
215908.12-010204.4,329.783868,-1.034559,2.3821,-25.738,0.344,4678
214158.60+004232.0,325.494178,0.708893,1.4917,-24.719,-0.014,4679
215615.18-003057.8,329.063251,-0.516076,2.2907,-27.518,-0.001,4680
215556.59+003807.6,328.985815,0.635466,2.1207,-25.918,0.228,4681
215009.43-000756.7,327.539318,-0.132425,1.9322,-25.863,0.164,4682
214522.26-002435.0,326.342766,-0.409736,2.5612,-25.356,-0.059,4683
215130.91+003708.3,327.878831,0.618981,1.3611,-24.648,0.045,4684
215547.24+010356.9,328.94684,1.065818,1.8931,-25.565,0.049,4685
214351.66-003310.2,325.965275,-0.552838,2.0761,-26.194,0.013,4686
215927.54-001815.6,329.86479,-0.304335,2.2964,-25.851,0.117,4687
214107.19+001213.4,325.279988,0.203725,3.6635,-26.522,0.431,4688
214836.71-005920.5,327.152982,-0.989029,1.1806,-25.163,-0.199,4689
215119.40+002829.7,327.830864,0.474926,1.695,-25.31,-0.015,4690
214802.70-004354.1,327.011257,-0.731703,1.3119,-26.608,-0.161,4691
214949.75-004647.2,327.457312,-0.779788,0.9729,-23.676,-0.214,4692
215951.40+002759.9,329.964195,0.466663,2.1033,-25.94,0.115,4693
214110.71-005030.4,325.294646,-0.841787,1.4343,-24.556,0.518,4694
215710.84-002148.6,329.295182,-0.363508,1.9638,-25.176,-0.036,4695
215354.20-002639.6,328.475842,-0.44434,0.7159,-22.729,0.081,4696
215034.33-003526.9,327.643069,-0.590819,1.5339,-24.674,0.032,4697
214128.39+005257.9,325.368327,0.882774,1.6119,-26.158,0.121,4698
214306.60-004211.3,325.777514,-0.703165,0.9432,-23.489,-9.0,4699
214123.56-002846.5,325.348199,-0.479606,0.5876,-23.119,0.008,4700
214831.05+000431.3,327.129379,0.075382,1.813,-24.971,0.278,4701
214317.43+002211.1,325.822647,0.369754,1.2561,-25.065,0.715,4702
215324.17+011436.8,328.35072,1.243557,2.3997,-25.837,2.069,4703
215020.78+001754.2,327.586599,0.298411,0.8345,-23.043,0.315,4704
215013.64-001627.1,327.556844,-0.274218,0.8706,-23.869,-0.037,4705
215852.99-004352.0,329.720805,-0.731125,1.7556,-25.344,0.071,4706
215935.93+011117.9,329.899736,1.188315,1.4535,-25.518,-0.154,4707
214456.60+005926.2,326.235872,0.990638,1.6887,-25.063,0.32,4708
215800.38+002724.2,329.501591,0.456741,1.6449,-26.356,0.038,4709
215407.78-002833.4,328.53245,-0.475949,2.5504,-25.736,0.126,4710
215949.01+001004.7,329.95421,0.167989,0.2712,-22.776,-0.036,4711
215942.43-001335.5,329.926828,-0.226547,0.6077,-22.569,0.12,4712
215605.21+002632.6,329.021733,0.442395,1.8851,-24.787,0.192,4713
214849.61+005003.4,327.206741,0.834304,2.057,-25.349,-0.064,4714
214145.90-005041.8,325.441275,-0.844967,1.3952,-25.409,0.622,4715
214554.53-005637.2,326.477232,-0.943687,1.4469,-24.929,-0.077,4716
215133.66+011431.5,327.89029,1.242099,1.0847,-24.334,0.377,4717
214450.24+000634.9,326.209342,0.109704,2.2468,-26.365,0.165,4718
214927.97-010407.7,327.366556,-1.068824,0.7064,-23.27,0.269,4719
214432.70-005942.0,326.136253,-0.995013,1.1024,-24.051,0.303,4720
214225.29+001643.3,325.605403,0.278696,1.2574,-24.603,0.082,4721
